Object,Maneuver,New Position
FENGYUN 1C DEB,[-0.05513608 -0.07828567 -0.02883343],"[-0.2618826119616684, -0.8752734286407955, 0.4382920706395199]"
FENGYUN 1C DEB,[-0.03464798 -0.07877055 -0.05093838],"[-0.2965305934285996, -0.9540439754174415, 0.3873536927621726]"
FENGYUN 1C DEB,[ 0.00632717 -0.08812711 -0.04683567],"[-0.29020341879871714, -1.0421710813747993, 0.34051802198888714]"
FENGYUN 1C DEB,[-0.04490982 -0.06596553 -0.06026323],"[-0.3351132381936951, -1.1081366160402377, 0.2802547964013591]"
FENGYUN 1C DEB,[-0.07702576 -0.02666586  0.05793069],"[-0.4121389966727637, -1.1348024788272477, 0.3381854816428488]"
FENGYUN 1C DEB,[-0.04296452 -0.05576831  0.07102074],"[-0.4551035176775845, -1.1905707843112137, 0.40920622536095824]"
FENGYUN 1C DEB,[-0.02458554 -0.04073025  0.08795793],"[-0.4796890549950426, -1.2313010391835348, 0.4971641567420886]"
FENGYUN 1C DEB,[ 0.00108264 -0.05085163  0.08609843],"[-0.47860641614668836, -1.2821526665866108, 0.5832625881074902]"
FENGYUN 1C DEB,[-0.00514233 -0.0950181   0.03074275],"[-0.48374874341777857, -1.3771707688275863, 0.6140053387450071]"
FENGYUN 1C DEB,[-0.0194984  -0.0970176   0.01440133],"[-0.503247141668075, -1.474188365965721, 0.6284066689341065]"
FENGYUN 1C DEB,[-0.04261642 -0.07493341  0.05068357],"[-0.5458635650594956, -1.5491217743295285, 0.6790902438702336]"
FENGYUN 1C DEB,[-0.04610352 -0.06780876  0.05724018],"[-0.5919670837034179, -1.6169305299272914, 0.7363304241017142]"
FENGYUN 1C DEB,[-0.01400749 -0.09027222  0.0406782 ],"[-0.6059745740509197, -1.7072027507636303, 0.777008629069976]"
FENGYUN 1C DEB,[ 0.03492992 -0.02677973 -0.0897928 ],"[0.5979836100732945, -0.42022655355505867, 0.18058056209215378]"
FENGYUN 1C DEB,[-0.02987697 -0.04634404 -0.0834242 ],"[0.5681066446026533, -0.46657059357832653, 0.09715636363278676]"
FENGYUN 1C DEB,[ 0.07663847 -0.06333455 -0.01073688],"[0.6447451124372157, -0.5299051388536588, 0.08641948220764134]"
FENGYUN 1C DEB,[ 0.07732146 -0.06336631  0.00247035],"[0.7220665727702773, -0.5932714481292055, 0.08888983051476895]"
FENGYUN 1C DEB,[-4.39555050e-05 -8.63201151e-02  5.04859960e-02],"[0.722022617265268, -0.6795915632769296, 0.13937582648194013]"
FENGYUN 1C DEB,[ 0.0225174  -0.04497304  0.08643143],"[0.74454001735252, -0.724564599066826, 0.2258072602612737]"
FENGYUN 1C DEB,[ 0.05732784 -0.06238366 -0.05312059],"[0.8018678596689182, -0.7869482627924757, 0.17268667107486443]"
FENGYUN 1C DEB,[ 0.00446965 -0.0721564   0.06909035],"[0.8063375055657123, -0.8591046592199739, 0.24177702293498293]"
FENGYUN 1C DEB,[ 0.02404656 -0.09648095  0.010639  ],"[0.8303840660832842, -0.955585613933356, 0.2524160221768796]"
FENGYUN 1C DEB,[ 0.04978651 -0.067013   -0.05505053],"[0.8801705792006443, -1.0225986183703937, 0.19736549676670306]"
FENGYUN 1C DEB,[ 0.02907216 -0.09201692 -0.02622397],"[0.9092427425176886, -1.1146155350733302, 0.1711415313809736]"
FENGYUN 1C DEB,[ 0.01374591 -0.08705581  0.04724759],"[0.9229886530736373, -1.2016713494550424, 0.21838912523848908]"
FENGYUN 1C DEB,[ 0.07272967 -0.04063665  0.05530875],"[0.9957183221662772, -1.2423080011653624, 0.27369787474025636]"
FENGYUN 1C DEB,[ 0.04304614 -0.09018209 -0.00377105],"[1.0387644591960183, -1.3324900906522146, 0.2699268241436533]"
FENGYUN 1C DEB,[ 0.0473891  -0.07736     0.04206785],"[1.086153558121465, -1.4098500897416715, 0.3119946722454219]"
FENGYUN 1C DEB,[ 0.06537169 -0.07497955  0.01022789],"[1.151525248051325, -1.4848296361489683, 0.3222225643190732]"
FENGYUN 1C DEB,[ 0.05444247 -0.08317622  0.01085054],"[1.2059677185864655, -1.5680058534941719, 0.33307310670984]"
FENGYUN 1C DEB,[-0.08298283 -0.00453834  0.05561703],"[0.2371327990566539, -0.21173177005530025, 0.9505004198839321]"
FENGYUN 1C DEB,[ 0.02458802 -0.02258148  0.09426296],"[0.26172081877892794, -0.23431325165918188, 1.0447633817231965]"
FENGYUN 1C DEB,[ 0.04616056 -0.03025702  0.08338894],"[0.3078813804534984, -0.26457026720939514, 1.1281523231715824]"
FENGYUN 1C DEB,[ 0.05771664 -0.02464659  0.07785458],"[0.36559802210130443, -0.28921685449178436, 1.2060068992235418]"
FENGYUN 1C DEB,[ 0.02430387 -0.02217375  0.09443329],"[0.3899018951003925, -0.3113906026704902, 1.3004401912817536]"
FENGYUN 1C DEB,[ 0.06201213 -0.02727837  0.07355532],"[0.45191402969154565, -0.33866897394014595, 1.373995514843842]"
FENGYUN 1C DEB,[ 0.08169551 -0.01875092  0.05453666],"[0.5336095382168589, -0.35741989638424465, 1.4285321703544789]"
FENGYUN 1C DEB,[0.06037442 0.01372887 0.07852673],"[0.5939839617649125, -0.34369103123442163, 1.507058899835199]"
FENGYUN 1C DEB,[0.00442701 0.02415284 0.09693834],"[0.598410972119537, -0.3195381903853939, 1.6039972403318343]"
FENGYUN 1C DEB,[ 0.05164689 -0.01688107  0.08395015],"[0.6500578622322133, -0.3364192610115404, 1.6879473933763893]"
FENGYUN 1C DEB,[ 0.02382405 -0.00814107  0.09677881],"[0.6738819123653301, -0.34456033430121086, 1.7847262007721563]"
FENGYUN 1C DEB,[ 0.02351329 -0.00850169  0.09682379],"[0.6973952009914773, -0.3530620253344067, 1.8815499917925433]"
FENGYUN 1C DEB,[-0.06693968  0.04965742  0.05525595],"[-0.6391488483905265, 0.4741713736378829, 0.7276802740753936]"
FENGYUN 1C DEB,[-0.07118099  0.06132002  0.03425087],"[-0.71032983618494, 0.5354913915521549, 0.7619311482190549]"
FENGYUN 1C DEB,[0.03096703 0.02992061 0.09025409],"[-0.6793628073359407, 0.565412005440253, 0.852185233937235]"
FENGYUN 1C DEB,[-0.07337103  0.0063926   0.06764486],"[-0.7527338337295025, 0.5718046013253281, 0.9198300948196803]"
FENGYUN 1C DEB,[-0.08349842  0.043524    0.0336701 ],"[-0.8362322498694605, 0.6153286062496737, 0.9535001927919753]"
FENGYUN 1C DEB,[-0.06223776  0.05660366  0.05406004],"[-0.8984700067792806, 0.6719322645452135, 1.0075602287001757]"
FENGYUN 1C DEB,[-0.08178918  0.0494996   0.02933121],"[-0.9802591868665086, 0.7214318615118835, 1.0368914393945234]"
FENGYUN 1C DEB,[-0.08272997  0.01708461  0.05351512],"[-1.062989158509688, 0.738516467514266, 1.090406559030586]"
FENGYUN 1C DEB,[-0.02522394  0.0398813   0.08816595],"[-1.0882131008095837, 0.7783977652063233, 1.178572509540117]"
FENGYUN 1C DEB,[-0.04682446  0.0612773   0.06365974],"[-1.1350375643072197, 0.8396750668854225, 1.2422322449863723]"
FENGYUN 1C DEB,[-0.07724188  0.04810948  0.04146287],"[-1.2122794477870602, 0.8877845449825063, 1.2836951145652251]"
FENGYUN 1C DEB,[ 0.08401769 -0.01857891  0.05094951],"[0.8345130773531968, -0.20223484748282014, 0.6573823270048563]"
FENGYUN 1C DEB,[ 0.0956427  -0.01942573  0.02179711],"[0.9301557822515542, -0.22166057560754693, 0.6791794388903775]"
FENGYUN 1C DEB,[ 0.0189847  -0.08172179  0.05441627],"[0.94914048533618, -0.3033823607223716, 0.733595712985863]"
FENGYUN 1C DEB,[ 0.01673501 -0.08346487  0.05247433],"[0.965875495205272, -0.3868472304783813, 0.7860700396732415]"
FENGYUN 1C DEB,[ 0.09646264 -0.02265969 -0.01347207],"[1.0623381396528448, -0.4095069185152172, 0.7725979661782515]"
FENGYUN 1C DEB,[ 0.09569807 -0.02770536  0.00861926],"[1.1580362127986408, -0.43721228119879507, 0.781217228023288]"
FENGYUN 1C DEB,[ 0.05917265 -0.04587194  0.06628999],"[1.2172088579334623, -0.4830842198741471, 0.8475072220639668]"
FENGYUN 1C DEB,[0.09109919 0.01314876 0.03909025],"[1.3083080459004952, -0.4699354551832168, 0.8865974758217738]"
FENGYUN 1C DEB,[ 0.07823833 -0.0153772   0.06035152],"[1.3865463741783177, -0.4853126577517958, 0.9469489930310087]"
FENGYUN 1C DEB,[0.07342258 0.01005086 0.06714242],"[1.4599689583630577, -0.4752617932546829, 1.0140914107302204]"
FENGYUN 1C DEB,[ 0.05393939 -0.04255964  0.07265824],"[1.5139083460500566, -0.5178214308667499, 1.0867496497832085]"
FENGYUN 1C DEB,[ 0.06230803 -0.03014156  0.07217475],"[1.576216381006062, -0.5479629955181493, 1.1589244020189227]"
FENGYUN 1C DEB,[ 0.03769659 -0.0273985   0.08847762],"[0.07175504220515269, -0.05262806863592495, 0.2604529650442018]"
FENGYUN 1C DEB,[-0.05844072 -0.03327342  0.07401055],"[0.013314319288001968, -0.08590148492349539, 0.33446351613980474]"
FENGYUN 1C DEB,[ 0.0507816  -0.04247069 -0.07494979],"[0.06409591586576763, -0.12837217052032013, 0.259513730856932]"
FENGYUN 1C DEB,[ 0.01978337 -0.04328338  0.0879498 ],"[0.08387928886351102, -0.17165555234401647, 0.34746352909852135]"
FENGYUN 1C DEB,[-0.06723915 -0.07184021  0.01782923],"[0.0166401366208066, -0.2434957578496538, 0.36529275450486515]"
FENGYUN 1C DEB,[-0.02229548 -0.00917678 -0.09704998],"[-0.0056553390156744675, -0.2526725387250567, 0.26824277532450713]"
FENGYUN 1C DEB,[-0.06127443  0.01234032  0.0780587 ],"[-0.06692976604733705, -0.2403322232312043, 0.3463014789100372]"
FENGYUN 1C DEB,[-0.06437671 -0.01501326 -0.07503493],"[-0.13130647468335938, -0.2553454863207487, 0.27126654493527574]"
FENGYUN 1C DEB,[ 0.03470746 -0.0540186   0.0766641 ],"[-0.09659901449064584, -0.3093640824174342, 0.3479306400692716]"
FENGYUN 1C DEB,[ 0.03564135 -0.08867682 -0.02942985],"[-0.06095766105913987, -0.39804090067476827, 0.31850079417558375]"
FENGYUN 1C DEB,[-0.03054407 -0.04244289  0.08523884],"[-0.09150173572450183, -0.4404837898965007, 0.40373963894338044]"
FENGYUN 1C DEB,[ 0.01530559 -0.09148224 -0.03737297],"[-0.07619614797311218, -0.5319660287998238, 0.36636666811124263]"
FENGYUN 1C DEB,[-0.01934008 -0.05590002 -0.0806297 ],"[-0.09553623274814807, -0.58786604743441, 0.2857369649147943]"
FENGYUN 1C DEB,[ 0.04751101 -0.03886937 -0.07894223],"[-0.04802522067254203, -0.6267354200922332, 0.20679473540017462]"
FENGYUN 1C DEB,[-0.01642466 -0.09199693  0.03559208],"[-0.06444988297970822, -0.7187323474468807, 0.2423868107175715]"
FENGYUN 1C DEB,[-0.00855659 -0.09417354  0.03252891],"[-0.07300647340525247, -0.8129058828907261, 0.2749157206638993]"
FENGYUN 1C DEB,[ 0.00860106 -0.07384956  0.06687499],"[-0.06440541170526058, -0.8867554418401402, 0.3417907113600478]"
FENGYUN 1C DEB,[ 0.01633762 -0.098326   -0.00806715],"[-0.0480677915161877, -0.9850814464396993, 0.3337235565924058]"
FENGYUN 1C DEB,[-0.02039981 -0.06838171 -0.07005562],"[-0.06846760008103185, -1.0534631521530406, 0.2636679348747186]"
FENGYUN 1C DEB,[-0.07417124 -0.05679497 -0.03567856],"[-0.14263883767742846, -1.1102581186629104, 0.22798937979520817]"
FENGYUN 1C DEB,[-0.06850012 -0.03350667  0.06469186],"[-0.21113895947052536, -1.1437647838692817, 0.29268123941509416]"
FENGYUN 1C DEB,[-0.04802116 -0.08255239 -0.02964912],"[-0.2591601203402348, -1.226317176962824, 0.26303211627030676]"
FENGYUN 1C DEB,[-0.02044544 -0.07467618  0.06328864],"[-0.2796055566003533, -1.3009933589354168, 0.3263207565000483]"
FENGYUN 1C DEB,[-0.00125289 -0.05848035  0.08110783],"[-0.28085844599751114, -1.3594737053714616, 0.40742858194789683]"
FENGYUN 1C DEB,[ 0.0264155  -0.06513499  0.07113124],"[-0.25444294148330737, -1.4246086999500134, 0.47855982404665476]"
FENGYUN 1C DEB,[ 0.02501609 -0.09614058  0.01145352],"[-0.22942684802638477, -1.5207492848322108, 0.4900133390819405]"
FENGYUN 1C DEB,[-0.00279873 -0.09370241  0.03481417],"[-0.23222558148767614, -1.6144516900851194, 0.5248275077612634]"
FENGYUN 1C DEB,[-0.01184522 -0.0879054   0.04617717],"[-0.24407079961020195, -1.7023570922165148, 0.5710046783517994]"
FENGYUN 1C DEB,[-0.01246882 -0.09540191  0.0272581 ],"[-0.25653961968656935, -1.7977590015316534, 0.5982627821913781]"
FENGYUN 1C DEB,[-0.01900008 -0.09128017  0.03615145],"[-0.2755397009562902, -1.8890391736355114, 0.634414228807441]"
FENGYUN 1C DEB,[-0.07438924 -0.02998489  0.05972561],"[-0.08571305813895146, -0.022229890660455828, 0.12518429876722093]"
FENGYUN 1C DEB,[-0.00590712 -0.00090717 -0.09982126],"[-0.09162017470060198, -0.02313706388949903, 0.025363043462253015]"
FENGYUN 1C DEB,[-0.08400441 -0.02984289  0.04530631],"[-0.17562458112740775, -0.0529799492931845, 0.07066935529253254]"
FENGYUN 1C DEB,[-0.07056324 -0.03717189  0.06032479],"[-0.24618781740752188, -0.09015183734284964, 0.13099414641939805]"
FENGYUN 1C DEB,[ 0.07750554 -0.05927756 -0.02188749],"[-0.16868227532203442, -0.14942939542591194, 0.10910666018310526]"
FENGYUN 1C DEB,[-0.0362346   0.00509409 -0.09306505],"[-0.20491687994670632, -0.14433530390478827, 0.01604160949667345]"
FENGYUN 1C DEB,[-0.08261257  0.02394778  0.05100653],"[-0.28752945204596525, -0.12038751915074389, 0.06704814374983264]"
FENGYUN 1C DEB,[-0.06365319  0.00603892 -0.07688825],"[-0.35118264605888144, -0.11434859461812963, -0.009840101661565834]"
FENGYUN 1C DEB,[ 0.01064791 -0.06631304  0.07408916],"[-0.34053473345164037, -0.18066163297150206, 0.06424905342507768]"
FENGYUN 1C DEB,[ 0.01072101 -0.07832155 -0.06124373],"[-0.3298137205027125, -0.25898318372668605, 0.0030053225732422223]"
FENGYUN 1C DEB,[-0.07624    -0.03093875  0.05683534],"[-0.406053725349643, -0.28992192927617005, 0.05984066091801063]"
FENGYUN 1C DEB,[-0.02165841 -0.06545877 -0.07242971],"[-0.4277121326869389, -0.35538069827103874, -0.012589049514160677]"
FENGYUN 1C DEB,[-0.01284348  0.00494685 -0.09904834],"[-0.44055561450869357, -0.35043385037175356, -0.11163738958382362]"
FENGYUN 1C DEB,[-0.08189146 -0.0559515  -0.01277569],"[-0.5224470785450387, -0.4063853457699401, -0.12441308059021172]"
FENGYUN 1C DEB,[-0.07772982 -0.06040372 -0.01759167],"[-0.6001768951237604, -0.46678906136211445, -0.14200474785906356]"
FENGYUN 1C DEB,[-0.07121118 -0.05949812  0.03726851],"[-0.6713880735860678, -0.5262871792246375, -0.10473623524014208]"
FENGYUN 1C DEB,[-0.0498537  -0.06443528 -0.05798883],"[-0.7212417730140326, -0.5907224552655653, -0.16272506049876906]"
FENGYUN 1C DEB,[ 0.00111248 -0.08261373  0.0563359 ],"[-0.720129297955717, -0.6733361897197341, -0.10638916360539633]"
FENGYUN 1C DEB,[-0.07564486 -0.06479301  0.0089287 ],"[-0.7957741557366298, -0.7381291973480512, -0.09746046528020258]"
FENGYUN 1C DEB,[-0.05178664 -0.0797725   0.03089485],"[-0.8475607981427769, -0.8179016966612316, -0.06656561098977945]"
FENGYUN 1C DEB,[ 0.00471799 -0.09964389 -0.0069883 ],"[-0.8428428095286015, -0.9175455840600131, -0.07355390745569079]"
FENGYUN 1C DEB,[-0.05457673 -0.0811905   0.02072398],"[-0.8974195402468879, -0.9987360837028971, -0.0528299302350294]"
FENGYUN 1C DEB,[-0.09566308 -0.02794315  0.00823136],"[-0.993082622059896, -1.026679232063283, -0.04459857325411867]"
FENGYUN 1C DEB,[-0.09450364 -0.01852612  0.02694153],"[-1.0875862573103965, -1.0452053482196253, -0.017657045001213827]"
FENGYUN 1C DEB,[-0.09302914 -0.03041217  0.02051049],"[-1.1806153926981993, -1.0756175146374982, 0.0028534426275446736]"
FENGYUN 1C DEB,[-0.08008275 -0.04239608 -0.04230042],"[-1.260698140110857, -1.118013598700356, -0.03944697844572045]"
FENGYUN 1C DEB,[-0.08296579 -0.04060694 -0.03831128],"[-1.3436639291769106, -1.1586205434193622, -0.07775825466088568]"
FENGYUN 1C DEB,[-0.094521   -0.0312691  -0.00938215],"[-1.4381849256094636, -1.1898896425019234, -0.08714040132155206]"
FENGYUN 1C DEB,[-0.07767888 -0.05067044 -0.03739649],"[-1.515863808649256, -1.2405600841931985, -0.12453689137745645]"
FENGYUN 1C DEB,[-0.07122503 -0.07001135 -0.00504037],"[-1.587088841353639, -1.3105714363126144, -0.12957725750212712]"
FENGYUN 1C DEB,[-0.09034931  0.0028534  -0.04276518],"[0.5459652557475211, 0.2716591324949037, -0.4972821767832232]"
FENGYUN 1C DEB,[ 0.075154    0.03209242 -0.05763639],"[0.6211192542230205, 0.30375154951592975, -0.5549185653141955]"
FENGYUN 1C DEB,[-0.01696778 -0.03085588 -0.09359492],"[0.604151476143924, 0.2728956672300761, -0.6485134852373413]"
FENGYUN 1C DEB,[-0.01995123 -0.02405542 -0.09499097],"[0.5842002506263791, 0.24884024315616815, -0.7435044594031668]"
FENGYUN 1C DEB,[ 0.00269481  0.09081708 -0.04177314],"[0.5868950587540909, 0.33965732631142703, -0.785277601687721]"
FENGYUN 1C DEB,[ 0.05793573  0.05670184 -0.05855213],"[0.6448307919945152, 0.3963591637123759, -0.8438297361428435]"
FENGYUN 1C DEB,[ 0.08437239 -0.02842929 -0.04553103],"[0.7292031825009803, 0.367929872886319, -0.8893607710899215]"
FENGYUN 1C DEB,[-0.00614661  0.07425036 -0.06670159],"[0.723056568055801, 0.44218023665219497, -0.9560623648602161]"
FENGYUN 1C DEB,[ 0.02001832  0.0473346  -0.08578288],"[0.743074890269141, 0.4895148386487925, -1.041845243277687]"
FENGYUN 1C DEB,[ 0.03771802  0.02735391 -0.08848229],"[0.780792905559102, 0.5168687468315963, -1.1303275298084554]"
FENGYUN 1C DEB,[ 0.05561436  0.03982496 -0.07294529],"[0.8364072634554789, 0.5566937074060222, -1.2032728223983076]"
FENGYUN 1C DEB,[ 0.01336107  0.06178162 -0.0774888 ],"[0.8497683338477792, 0.6184753237051558, -1.2807616195591787]"
FENGYUN 1C DEB,[ 0.01222186  0.03108155 -0.09425796],"[0.8619901964518748, 0.6495568728129784, -1.3750195814485842]"
FENGYUN 1C DEB,[ 0.02658265  0.0315356  -0.09109813],"[0.8885728419316019, 0.6810924741410977, -1.4661177088067965]"
FENGYUN 1C DEB,[-0.01062808 -0.01010808  0.09891851],"[-0.07699703771166766, -0.0293672438536964, 0.5509885019704883]"
FENGYUN 1C DEB,[ 0.0854162  -0.04475661  0.02647488],"[0.008419157569370853, -0.07412385658157528, 0.577463380645152]"
FENGYUN 1C DEB,[-0.03558812  0.03214403 -0.08775105],"[-0.027168965233040153, -0.04197982933704075, 0.48971232921040775]"
FENGYUN 1C DEB,[-0.07311303  0.03570506 -0.05813462],"[-0.1002819917333935, -0.006274765692958824, 0.43157771141575213]"
FENGYUN 1C DEB,[ 0.03614862 -0.01969712  0.09113342],"[-0.06413337130813626, -0.025971882197110534, 0.5227111347179224]"
FENGYUN 1C DEB,[ 0.05431346 -0.08248316 -0.01570272],"[-0.00981990762868093, -0.10845504605492548, 0.5070084170185769]"
FENGYUN 1C DEB,[-0.02193515 -0.00664683  0.09733791],"[-0.03175505421133703, -0.11510187867928229, 0.6043463282374909]"
FENGYUN 1C DEB,[ 0.03996404 -0.08909873 -0.02154743],"[0.008208987270302434, -0.20420060803068024, 0.5827988964550224]"
FENGYUN 1C DEB,[-0.01347515 -0.0129251  -0.09824135],"[-0.005266165964281939, -0.21712570641120402, 0.48455755038750226]"
FENGYUN 1C DEB,[ 0.07797333  0.04070807 -0.04757114],"[0.07270716290199387, -0.1764176366772618, 0.4369864137177937]"
FENGYUN 1C DEB,[ 0.00200337 -0.03396805  0.09403275],"[0.07471053158951683, -0.21038568982862169, 0.5310191626886083]"
FENGYUN 1C DEB,[ 0.01269543 -0.036227    0.09233867],"[0.08740596180089338, -0.2466126859524426, 0.6233578371624858]"
FENGYUN 1C DEB,[ 0.06455066 -0.06329397  0.04274442],"[0.15195662556132994, -0.30990665371686055, 0.6661022572980296]"
FENGYUN 1C DEB,[ 0.08683198 -0.02775286 -0.04110944],"[0.23878860652449363, -0.33765950899013825, 0.6249928167010904]"
FENGYUN 1C DEB,[ 0.04184793  0.03782488 -0.08257136],"[0.2806365353782945, -0.29983462405482747, 0.5424214601040372]"
FENGYUN 1C DEB,[ 0.03307858 -0.03046167  0.08931906],"[0.3137151167418742, -0.3302962937760992, 0.6317405181642586]"
FENGYUN 1C DEB,[-0.04276861 -0.0510739   0.07458085],"[0.27094650298851747, -0.38137019036719594, 0.7063213653344145]"
FENGYUN 1C DEB,[-0.07521499  0.05318766  0.03890731],"[0.1957315168357051, -0.32818253106160156, 0.7452286751312156]"
FENGYUN 1C DEB,[-0.0798156   0.00262308  0.06018795],"[0.11591591715876487, -0.32555945373884165, 0.8054166266960366]"
FENGYUN 1C DEB,[ 0.00654064 -0.04658768  0.08824289],"[0.12245656012111192, -0.37214712894056967, 0.8936595216447938]"
FENGYUN 1C DEB,[ 0.07403674 -0.04660201  0.04844392],"[0.1964933026806052, -0.418749137485355, 0.9421034433560991]"
FENGYUN 1C DEB,[-0.01583668 -0.02073965  0.09653531],"[0.18065661924079462, -0.4394887850537612, 1.0386387554256498]"
FENGYUN 1C DEB,[ 0.00466073 -0.08450268  0.05326889],"[0.18531734893092794, -0.523991468089466, 1.0919076408891426]"
FENGYUN 1C DEB,[ 0.01174439 -0.05579241  0.08215398],"[0.19706173585039397, -0.5797838761369163, 1.174061621803963]"
FENGYUN 1C DEB,[-0.04845655  0.00021824  0.08747522],"[0.1486051830125808, -0.5795656382611134, 1.261536846063783]"
FENGYUN 1C DEB,[ 0.00169935 -0.07118888  0.07020865],"[0.15030453332841692, -0.6507545232184684, 1.33174549842966]"
FENGYUN 1C DEB,[-0.04148697 -0.05554858  0.07206376],"[0.10881755864938186, -0.7063031031564921, 1.4038092632414576]"
FENGYUN 1C DEB,[-0.02576196 -0.0144867   0.09553249],"[0.08305559839802384, -0.7207898037988204, 1.4993417546174654]"
FENGYUN 1C DEB,[ 0.00036122 -0.03580244  0.09337052],"[0.08341682164536969, -0.7565922486850272, 1.5927122770425632]"
FENGYUN 1C DEB,[ 0.00903491 -0.06503674  0.07542276],"[0.09245173532549476, -0.8216289845615605, 1.6681350409889921]"
FENGYUN 1C DEB,[ 0.02711034 -0.05103303  0.08161286],"[0.11956207965598611, -0.8726620173540419, 1.749747900234847]"
FENGYUN 1C DEB,[ 0.00862219 -0.0452898   0.08873833],"[0.1281842683275508, -0.9179518173884494, 1.8384862339771217]"
FENGYUN 1C DEB,[ 0.08706228  0.02755735 -0.04075233],"[0.8095664464980238, 0.2936410605138862, -0.4544730554772818]"
FENGYUN 1C DEB,[ 0.00844566 -0.03691667 -0.09255177],"[0.8180121065893781, 0.2567243927133012, -0.5470248272816214]"
FENGYUN 1C DEB,[ 0.00357053 -0.02933307 -0.0955344 ],"[0.8215826326705544, 0.22739131887405784, -0.642559230104087]"
FENGYUN 1C DEB,[ 0.03798906  0.08843124 -0.02714308],"[0.8595716918727568, 0.3158225623112737, -0.6697023059260979]"
FENGYUN 1C DEB,[ 0.08229696  0.04474424 -0.03500233],"[0.9418686533844836, 0.36056679883402143, -0.7047046404758647]"
